CourseTypeBroadName,FundingGroupName,,UnitLevelCode,UnitPrimaryFOECode,UnitPrimaryFOEDetailedName,UnitPrimaryFOENarrowName,UnitPrimaryFOEBroadName, 2024 EFTSL 
Undergraduate,Domestic - C'wealth Supported,,3,80505,Marketing,Sales And Marketing,Management And Commerce,0.125
Undergraduate,Domestic - C'wealth Supported,,3,80505,Marketing,Sales And Marketing,Management And Commerce,0.125
Undergraduate,Domestic - C'wealth Supported,,4,10101,Mathematics,Mathematical Sciences,Natural And Physical Sciences,0.125
Undergraduate,Domestic - C'wealth Supported,,4,90300,Studies In Human Society,Studies In Human Society,Society And Culture,0.125
Undergraduate,Domestic - C'wealth Supported,,4,90999,Law Not Elsewhere Classified,Law,Society And Culture,0.25
Undergraduate,Domestic - C'wealth Supported,,4,90999,Law Not Elsewhere Classified,Law,Society And Culture,0.25
Undergraduate,Domestic - C'wealth Supported,,5,10301,Physics,Physics And Astronomy,Natural And Physical Sciences,0.125
Undergraduate,Domestic - C'wealth Supported,,4,20100,Computer Science,Computer Science,Information Technology,0.5
Undergraduate,Domestic - C'wealth Supported,,4,20100,Computer Science,Computer Science,Information Technology,0.25
Undergraduate,Domestic - C'wealth Supported,,4,20100,Computer Science,Computer Science,Information Technology,0.125
Undergraduate,Domestic - C'wealth Supported,,5,20300,Information Systems,Information Systems,Information Technology,0.25
Undergraduate,Domestic - C'wealth Supported,,4,10101,Mathematics,Mathematical Sciences,Natural And Physical Sciences,0.125
Undergraduate,Domestic - C'wealth Supported,,5,39900,Other Engineering And Related Technologies,Other Engineering And Related Technologies,Engineering And Related Technologies,2.25
Undergraduate,Domestic - C'wealth Supported,,2,30900,Civil Engineering,Civil Engineering,Engineering And Related Technologies,0.125
Undergraduate,Domestic - C'wealth Supported,,5,20100,Computer Science,Computer Science,Information Technology,0.125
Undergraduate,Domestic - C'wealth Supported,,4,91505,Southern European Languages,Language And Literature,Society And Culture,0.125
Undergraduate,Domestic - C'wealth Supported,,3,30301,Chemical Engineering,Process And Resources Engineering,Engineering And Related Technologies,0.125
Undergraduate,Domestic - C'wealth Supported,,4,30301,Chemical Engineering,Process And Resources Engineering,Engineering And Related Technologies,0.125
Undergraduate,Domestic - C'wealth Supported,,3,91901,Economics,Economics And Econometrics,Society And Culture,0.25
Undergraduate,Domestic - C'wealth Supported,,3,30301,Chemical Engineering,Process And Resources Engineering,Engineering And Related Technologies,0.125
Undergraduate,Domestic - C'wealth Supported,,4,30301,Chemical Engineering,Process And Resources Engineering,Engineering And Related Technologies,0.125
Undergraduate,Domestic - C'wealth Supported,,2,90313,Gender Specific Studies,Studies In Human Society,Society And Culture,0.125
Undergraduate,Domestic - C'wealth Supported,,5,90909,International Law,Law,Society And Culture,0.125
Undergraduate,Domestic - C'wealth Supported,,5,30799,Mechanical And Industrial Engineering And Technology Not Els,Mechanical And Industrial Engineering And Technology,Engineering And Related Technologies,0.25
Undergraduate,Domestic - C'wealth Supported,,3,10911,Microbiology,Biological Sciences,Natural And Physical Sciences,0.125
Undergraduate,Domestic - C'wealth Supported,,3,10911,Microbiology,Biological Sciences,Natural And Physical Sciences,0.125
Undergraduate,Domestic - C'wealth Supported,,4,31301,Electrical Engineering,Electrical And Electronic Engineering And Technology,Engineering And Related Technologies,0.125
Undergraduate,Domestic - C'wealth Supported,,5,70115,English As A Second Language Teaching,Teacher Education,Education,0.125
Undergraduate,Domestic - C'wealth Supported,,3,30301,Chemical Engineering,Process And Resources Engineering,Engineering And Related Technologies,0.125
Undergraduate,Domestic - C'wealth Supported,,4,100101,Music,Performing Arts,Creative Arts,0.25
Undergraduate,Domestic - C'wealth Supported,,4,90999,Law Not Elsewhere Classified,Law,Society And Culture,0.125
Undergraduate,Domestic - C'wealth Supported,,5,39900,Other Engineering And Related Technologies,Other Engineering And Related Technologies,Engineering And Related Technologies,1
Undergraduate,Domestic - C'wealth Supported,,4,81101,Banking And Finance,"Banking, Finance And Related Fields",Management And Commerce,0.125
Undergraduate,Domestic - C'wealth Supported,,4,30701,Mechanical Engineering,Mechanical And Industrial Engineering And Technology,Engineering And Related Technologies,0.125
Undergraduate,Domestic - C'wealth Supported,,3,20113,Networks And Communications,Computer Science,Information Technology,0.125
Undergraduate,Domestic - C'wealth Supported,,3,80505,Marketing,Sales And Marketing,Management And Commerce,0.125
Undergraduate,Domestic - C'wealth Supported,,5,90909,International Law,Law,Society And Culture,0.125
Undergraduate,Domestic - C'wealth Supported,,5,20113,Networks And Communications,Computer Science,Information Technology,0.125
Undergraduate,Domestic - C'wealth Supported,,4,20119,Artificial Intelligence,Computer Science,Information Technology,0.125
Undergraduate,Domestic - C'wealth Supported,,1,50101,Agricultural Science,Agriculture,Agriculture  Environmental And Related Studies,0.125
Undergraduate,Domestic - C'wealth Supported,,4,50900,Environmental Studies,Environmental Studies,Agriculture  Environmental And Related Studies,0.125
Undergraduate,Domestic - C'wealth Supported,,1,100301,Fine Arts,Visual Arts And Crafts,Creative Arts,0.125
Undergraduate,Domestic - C'wealth Supported,,5,50900,Environmental Studies,Environmental Studies,Agriculture  Environmental And Related Studies,0.125
Undergraduate,Domestic - C'wealth Supported,,4,50900,Environmental Studies,Environmental Studies,Agriculture  Environmental And Related Studies,0.125
Undergraduate,Domestic - C'wealth Supported,,5,50101,Agricultural Science,Agriculture,Agriculture  Environmental And Related Studies,0.125
Undergraduate,Domestic - C'wealth Supported,,5,50101,Agricultural Science,Agriculture,Agriculture  Environmental And Related Studies,0.125
Undergraduate,Domestic - C'wealth Supported,,5,50101,Agricultural Science,Agriculture,Agriculture  Environmental And Related Studies,0.125
Undergraduate,Domestic - C'wealth Supported,,5,50101,Agricultural Science,Agriculture,Agriculture  Environmental And Related Studies,0.125
Undergraduate,Domestic - C'wealth Supported,,4,10103,Statistics,Mathematical Sciences,Natural And Physical Sciences,0.125
Undergraduate,Domestic - C'wealth Supported,,4,19901,Medical Science,Other Natural And Physical Sciences,Natural And Physical Sciences,0.125
Undergraduate,Domestic - C'wealth Supported,,4,10101,Mathematics,Mathematical Sciences,Natural And Physical Sciences,0.25
Undergraduate,Domestic - C'wealth Supported,,4,10101,Mathematics,Mathematical Sciences,Natural And Physical Sciences,0.125
Undergraduate,Domestic - C'wealth Supported,,4,81101,Banking And Finance,"Banking, Finance And Related Fields",Management And Commerce,0.125
Undergraduate,Domestic - C'wealth Supported,,4,10101,Mathematics,Mathematical Sciences,Natural And Physical Sciences,0.5
Undergraduate,Domestic - C'wealth Supported,,4,10101,Mathematics,Mathematical Sciences,Natural And Physical Sciences,0.75
Undergraduate,Domestic - C'wealth Supported,,4,10101,Mathematics,Mathematical Sciences,Natural And Physical Sciences,0.125
Undergraduate,Domestic - C'wealth Supported,,4,10101,Mathematics,Mathematical Sciences,Natural And Physical Sciences,0.25
Undergraduate,Domestic - C'wealth Supported,,1,10103,Statistics,Mathematical Sciences,Natural And Physical Sciences,0.125
Undergraduate,Domestic - C'wealth Supported,,3,10911,Microbiology,Biological Sciences,Natural And Physical Sciences,0.125
Undergraduate,Domestic - C'wealth Supported,,4,10101,Mathematics,Mathematical Sciences,Natural And Physical Sciences,0.125
Undergraduate,Domestic - C'wealth Supported,,2,80505,Marketing,Sales And Marketing,Management And Commerce,0.125
Undergraduate,Domestic - C'wealth Supported,,2,10913,Human Biology,Biological Sciences,Natural And Physical Sciences,0.875
Undergraduate,Domestic - C'wealth Supported,,3,10915,Zoology,Biological Sciences,Natural And Physical Sciences,0.25
Undergraduate,Domestic - C'wealth Supported,,3,10905,Ecology And Evolution,Biological Sciences,Natural And Physical Sciences,0.25
Undergraduate,Domestic - C'wealth Supported,,2,10901,Biochemistry And Cell Biology,Biological Sciences,Natural And Physical Sciences,0.625
Undergraduate,Domestic - C'wealth Supported,,1,20303,Database Management,Information Systems,Information Technology,0.75
Undergraduate,Domestic - C'wealth Supported,,3,81101,Banking And Finance,"Banking, Finance And Related Fields",Management And Commerce,0.625
Undergraduate,Domestic - C'wealth Supported,,1,90305,History,Studies In Human Society,Society And Culture,0.5
Undergraduate,Domestic - C'wealth Supported,,1,90101,Political Science,Political Science And Policy Studies,Society And Culture,0.625
Undergraduate,Domestic - C'wealth Supported,,2,10101,Mathematics,Mathematical Sciences,Natural And Physical Sciences,1.25
Undergraduate,Domestic - C'wealth Supported,,2,91505,Southern European Languages,Language And Literature,Society And Culture,0.25
Undergraduate,Domestic - C'wealth Supported,,1,19900,Other Natural And Physical Sciences,Other Natural And Physical Sciences,Natural And Physical Sciences,11.5
Undergraduate,Domestic - C'wealth Supported,,2,81101,Banking And Finance,"Banking, Finance And Related Fields",Management And Commerce,1.25
Undergraduate,Domestic - C'wealth Supported,,2,80307,Organisation Management,Business And Management,Management And Commerce,0.375
Undergraduate,Domestic - C'wealth Supported,,2,80307,Organisation Management,Business And Management,Management And Commerce,0.125
Undergraduate,Domestic - C'wealth Supported,,1,100101,Music,Performing Arts,Creative Arts,0.25
Undergraduate,Domestic - C'wealth Supported,,4,10103,Statistics,Mathematical Sciences,Natural And Physical Sciences,0.75
Undergraduate,Domestic - C'wealth Supported,,3,10301,Physics,Physics And Astronomy,Natural And Physical Sciences,0.25
Undergraduate,Domestic - C'wealth Supported,,2,81101,Banking And Finance,"Banking, Finance And Related Fields",Management And Commerce,0.375
Undergraduate,Domestic - C'wealth Supported,,3,81101,Banking And Finance,"Banking, Finance And Related Fields",Management And Commerce,0.625
Undergraduate,Domestic - C'wealth Supported,,3,91701,Philosophy,Philosophy And Religious Studies,Society And Culture,1.125
Undergraduate,Domestic - C'wealth Supported,,3,90701,Psychology,Behavioural Science,Society And Culture,1.375
Undergraduate,Domestic - C'wealth Supported,,3,10999,Biological Sciences Not Elsewhere Classified,Biological Sciences,Natural And Physical Sciences,1.25
Undergraduate,Domestic - C'wealth Supported,,2,91505,Southern European Languages,Language And Literature,Society And Culture,0.75
Undergraduate,Domestic - C'wealth Supported,,3,10909,Genetics,Biological Sciences,Natural And Physical Sciences,0.125
Undergraduate,Domestic - C'wealth Supported,,4,80505,Marketing,Sales And Marketing,Management And Commerce,0.125
Undergraduate,Domestic - C'wealth Supported,,4,80505,Marketing,Sales And Marketing,Management And Commerce,0.125
Undergraduate,Domestic - C'wealth Supported,,4,90701,Psychology,Behavioural Science,Society And Culture,0.75
Undergraduate,Domestic - C'wealth Supported,,2,80301,Business Management,Business And Management,Management And Commerce,0.125
Undergraduate,Domestic - C'wealth Supported,,1,10103,Statistics,Mathematical Sciences,Natural And Physical Sciences,1.625
Undergraduate,Domestic - C'wealth Supported,,3,10103,Statistics,Mathematical Sciences,Natural And Physical Sciences,0.375
Undergraduate,Domestic - C'wealth Supported,,3,80301,Business Management,Business And Management,Management And Commerce,0.125
Undergraduate,Domestic - C'wealth Supported,,1,10500,Chemical Sciences,Chemical Sciences,Natural And Physical Sciences,1
Undergraduate,Domestic - C'wealth Supported,,1,91515,Eastern Asian Languages,Language And Literature,Society And Culture,0.375
Undergraduate,Domestic - C'wealth Supported,,2,20300,Information Systems,Information Systems,Information Technology,0.25
Undergraduate,Domestic - C'wealth Supported,,3,60113,Pathology,Medical Studies,Health,0.125
Undergraduate,Domestic - C'wealth Supported,,4,10301,Physics,Physics And Astronomy,Natural And Physical Sciences,0.25
Undergraduate,Domestic - C'wealth Supported,,3,10500,Chemical Sciences,Chemical Sciences,Natural And Physical Sciences,0.125
Undergraduate,Domestic - C'wealth Supported,,2,20100,Computer Science,Computer Science,Information Technology,0.25
Undergraduate,Domestic - C'wealth Supported,,3,20199,Computer Science Not Elsewhere Classified,Computer Science,Information Technology,0.125
Undergraduate,Domestic - C'wealth Supported,,4,20305,Systems Analysis And Design,Information Systems,Information Technology,0.25
Undergraduate,Domestic - C'wealth Supported,,1,10301,Physics,Physics And Astronomy,Natural And Physical Sciences,0.125
Undergraduate,Domestic - C'wealth Supported,,3,10301,Physics,Physics And Astronomy,Natural And Physical Sciences,1
Undergraduate,Domestic - C'wealth Supported,,4,10301,Physics,Physics And Astronomy,Natural And Physical Sciences,0.375
Undergraduate,Domestic - C'wealth Supported,,1,80301,Business Management,Business And Management,Management And Commerce,0.25
Undergraduate,Domestic - C'wealth Supported,,3,10913,Human Biology,Biological Sciences,Natural And Physical Sciences,0.25
Undergraduate,Domestic - C'wealth Supported,,2,10905,Ecology And Evolution,Biological Sciences,Natural And Physical Sciences,0.25
Undergraduate,Domestic - C'wealth Supported,,2,10503,Inorganic Chemistry,Chemical Sciences,Natural And Physical Sciences,0.5
Undergraduate,Domestic - C'wealth Supported,,4,30701,Mechanical Engineering,Mechanical And Industrial Engineering And Technology,Engineering And Related Technologies,0.625
Undergraduate,Domestic - C'wealth Supported,,1,100101,Music,Performing Arts,Creative Arts,0.125
Undergraduate,Domestic - C'wealth Supported,,4,91701,Philosophy,Philosophy And Religious Studies,Society And Culture,0.25
